Waktu Upload,File Production Oil & Gas,File WIP,File Well,Status
2026-09-04 14:21:21,oilngas.csv,wip.csv,well.csv,✅ Berhasil
2026-09-08 09:16:11,oilngas.csv,wip.csv,well.csv,✅ Berhasil
2026-09-09 07:39:33,oilngas.csv,wip.csv,well.csv,✅ Berhasil
2026-09-11 09:11:26,oilngas.csv,wip.csv,well.csv,✅ Berhasil
2026-09-14 08:11:45,oilngas.csv,wip.csv,well.csv,✅ Berhasil
