Date,Well,Pot Gross,Pot Nett,Pot WC,Test,Date of Test,Production Zone,Status/Lifting,P.csg,P.tbg,P.fl,P.sep,Avg Prod Prev Month Gross,Avg Prod Prev Month Oil,Prev Day Gross,Prev Day Oil,Production Test Gross,Production Test Oil,Prod Act Gross,Prod Act Oil,Prod Act WC,Selisih Potensi,Selisih Last,Gas Inj (Mscfd),Gas Out SB (Mscfd),Gas Out SA (Mscfd),Gas Own (Mscfd),Tanggal Mulai Produksi,Keterangan,GS,CATEGORY,Bulan Ke,Date&Well,Struktur
2026-02-02,B-199,1325.1935483870968,121.2,90.85416615953848,,2026-02-01 00:00:00,N-25,SB OF,340,100,100,33,1298.5833333333333,126.13333333333334,1292.0,163.0,1292.0,163.0,1292.0,163.0,87.38390092879257,41.8,0.0,675,695.0,,20.0,PES-31.12.24,,IV,,2,46055B-199,Bunyu
2026-02-02,B-208,446.3,14.0861111111111,96.84380212612344,T,2026-02-02 00:00:00,G-61/H-71,SB 38,340,190,80,32,118.94444444444444,15.388888888888888,540.0,21.0,973.0,24.0,762.0,24.0,96.8503937007874,9.9138888888889,3.0,450,450.0,,0.0,KUPL-17.08.25,,IV,,2,46055B-208,Bunyu
2026-02-02,BN-017,156.38333333333333,13.2333333333333,91.53788766918899,T,2026-02-02 00:00:00,R-10/R-50/V-50,SB OF,319,85,85,32,147.82291666666666,13.786805555555555,108.0,11.0,124.0,13.0,124.0,13.0,89.51612903225806,-0.23333333333330053,2.0,464,524.0,,60.0,PES-11.11.24,,IV,,2,46055BN-017,Bunyu Nibung
2026-02-02,BN-018,2101.445231277003,106.270138888888,94.94299745207684,,2026-01-31 00:00:00,L-70/L-70U,98 Hz,0,88,88,32,2618.9,105.31666666666666,2412.0,120.0,2412.0,120.0,2412.0,120.0,95.02487562189054,13.729861111112001,0.0,0,61.0,,61.0,PES -11.10.24,,IV,,2,46055BN-018,Bunyu Nibung
2026-02-02,BN-022,471.72760688284984,22.5017150371872,95.22993466804344,,2026-02-01 00:00:00,L-70,SB OF,347,130,130,32,569.3416666666667,28.858333333333334,519.0,19.0,519.0,19.0,519.0,19.0,96.33911368015414,-3.5017150371872,0.0,473,480.0,,7.0,PES - 10.08.25,,IV,,2,46055BN-022,Bunyu Nibung
2026-02-02,BN-024,443.64709574477365,20.00927718073781,95.4898212176624,T,2026-02-02 00:00:00,L-91,SB OF,334,90,90,32,524.1666666666666,16.75,471.0,19.0,484.0,13.0,474.0,13.0,97.25738396624473,-7.009277180737811,-6.0,414,414.0,,0.0,PES - 23.01.22,,IV,,2,46055BN-024,Bunyu Nibung
2026-02-02,BN-026,116.03592443095683,22.6,80.5232731924781,,2026-02-01 00:00:00,H-71,SB OF,290,710,70,33,57,60.57222222222222,76.0,35.0,76.0,35.0,76.0,35.0,53.94736842105263,12.399999999999999,0.0,420,546.0,,126.0,PES-09.01.26,,IV,,2,46055BN-026,Bunyu Nibung
2026-02-02,BN-038,525.150826121828,13.442838050158953,97.44019481994675,,2026-02-01 00:00:00,L-70U/L-70L,Tutup,0,0,0,0,440.2680555555555,11.761805555555556,300.75,12.0,0.01,0.0,0.0,0.0,,-13.442838050158953,-12.0,0,0.0,,0.0,KUPL-19.07.25,"Shut in, imbangi debit air MGS",IV,,2,46055BN-038,Bunyu Nibung
2026-02-02,BN-039,2230.5220059549715,49.957342469505235,97.76028470751999,T,2026-02-02 00:00:00,J-74,108 Hz,0,90,90,32,898.4791666666666,26.456944444444442,2248.0,45.0,2222.0,40.0,2222.0,40.0,98.1998199819982,-9.957342469505235,-5.0,0,54.0,,54.0,PES -03.12.25,,IV,,2,46055BN-039,Bunyu Nibung
2026-02-02,BN-051,0.0,0.0,0.0,,2025-12-17 00:00:00,MFS-DD/DD-30/DD-30,Tutup,0,0,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.0,KUPL-25.10.25,,IV,,2,46055BN-051,Bunyu Nibung
2026-02-02,BN-053,0.0,0.0,0.0,,2026-02-01 00:00:00,V-50,SB OF,300,95,95,32,0,0.45161290322580644,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.0,447,1036.0,,589.0,KUPL-21.12.25,,IV,,2,46055BN-053,Bunyu Nibung
2026-02-02,BCT-03,0.0,0.19047619047619047,0.0,,2026-01-05 00:00:00,O-60/G-20,SA OF,0,105,105,30,0,0,0.0,0.0,0.01,0.0,0.0,0.0,,-0.19047619047619047,0.0,0,0.0,128.0,128.0,PE-04.06.25,,IV,,2,46055BCT-03,Bunyu
2026-02-02,B-102,275.83495622091135,42.7,84.51972854165652,T,2026-02-02 00:00:00,S-40U&S-40L,SB OF,298,54,54,31,,,435.0,68.0,373.72868400000004,73.67794056000001,374.0,74.0,80.21390374331551,31.299999999999997,6.0,285,401.0,,116.0,PES - 14.06.21,,I,,2,46055B-102,Bunyu
2026-02-02,B-081,1354.8387096774195,33.825,0.0,,2026-02-01 00:00:00,R-10,SB OF,340,73,73,28,915.475,25.17777777777778,1300.0,44.0,1300.0419222000003,44.0465949,1300.0,44.0,96.61538461538461,10.174999999999997,0.0,300,300.0,,0.0,KUPL-27.01.25,,I,,2,46055B-081,Bunyu
2026-02-02,B-176,40.0,0.0,100.0,T,2026-02-02 00:00:00,N-80,SA 13,378,1256,74,30,24,0,69.0,0.0,924.9784929,0.0,925.0,0.0,100.0,0.0,0.0,0,0.0,559.0,559.0,KUPL-13.11.25,,I,,2,46055B-176,Bunyu
2026-02-02,B-179,1837.014886705825,131.05883676833437,92.8656627816799,,2026-01-30 00:00:00,P-45,98 Hz,0,100,100,28,1947.2791666666667,157.82083333333333,1874.0,141.0,1873.9824012000001,141.4830018,1874.0,141.0,92.4759871931697,9.941163231665627,0.0,0,272.0,,272.0,PES - 14.04.21,,I,,2,46055B-179,Bunyu
2026-02-02,B-181,1146.2903225806451,27.1333333333333,97.63294404577647,,2026-01-31 00:00:00,J-71,SB 43,350,135,80,30,1042.2333333333333,23.833333333333332,982.0,37.0,982.3725408000001,37.3728684,982.0,37.0,96.23217922606925,9.8666666666667,0.0,183.75,206.35416666666666,,22.604166666666657,KUPL-02.10.23,,I,,2,46055B-181,Bunyu
2026-02-02,B-185,338.6811595326239,30.066666666666666,91.1224271500197,,2026-02-01 00:00:00,J-20,SB OF,340,88,88,30,586.6,18.233333333333334,550.0,29.0,549.9150636,29.3643966,550.0,29.0,94.72727272727272,-1.0666666666666664,0.0,282,319.0,,37.0,PES - 09.10.20,,I,,2,46055B-185,Bunyu
2026-02-02,B-186,39.26762750850177,14.974328809947,61.865970113155086,,2026-01-31 00:00:00,R-50/Z-20/BB-10U/BB-10,SB OF,300,90,90,32,8.122916666666667,3.5659722222222223,48.0,19.0,48.0508308,18.6864342,48.0,19.0,60.416666666666664,4.025671190053,0.0,274,404.0,,130.0,PES -13.02.25,,I,,2,46055B-186,Bunyu
2026-02-02,B-191,321.26250000000005,58.59583333333333,81.76076157866751,,2026-01-30 00:00:00,Z-20,52 Hz,0,180,180,28,221.90555555555554,53.597222222222214,307.0,56.0,306.991419,56.05930260000001,307.0,56.0,81.75895765472313,-2.5958333333333314,0.0,0,280.0,,280.0,PES -08.07.23,,I,,2,46055B-191,Bunyu
2026-02-02,B-193,1853.6325318430959,31.125,98.3208646015156,,2026-01-29 00:00:00,K-85 ,Tutup,0,0,0,0,489.1486111111111,7.584027777777777,0.0,0.0,0.01,0.0,0.0,0.0,,-31.125,0.0,0,0.0,,0.0,KUPL-18.01.26,Program SBHP,I,,2,46055B-193,Bunyu
2026-02-02,B-195,289.505376344086,9.316666666666666,96.7818674788293,,2026-01-22 00:00:00,U-10/X-10,126 Hz,72,72,72,28,272.40277777777777,16.973958333333332,230.0,11.0,229.57619160000002,10.6779624,230.0,11.0,95.21739130434783,1.6833333333333336,0.0,0,299.0,,299.0,PES-21.04.24,,I,,2,46055B-195,Bunyu
2026-02-02,B-197,0.0,0.0,0.0,,2025-09-27 00:00:00,U-10,Tutup,0,0,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.0,PES-26.12.20,"Shut in, naikkan tekanan jaringan",I,,2,46055B-197,Bunyu
2026-02-02,B-203,164.41485259429308,11.926566674107423,92.74605275258362,T,2026-02-02 00:00:00,J-20,SB OF,275,72,72,31,33.545970775462955,11.803182870370371,271.0,13.0,285.63549420000004,16.0169436,286.0,16.0,94.4055944055944,4.073433325892577,3.0,284,585.0,,301.0,KUPL-10.11.24,,I,,2,46055B-203,Bunyu
2026-02-02,B-207,18.9655900040095,12.388696622129448,34.678032059585995,,2026-01-30 00:00:00,T-50/X-90,SB OF,200,50,50,29,26.680555555555554,22.32222222222222,15.0,13.0,14.6821983,13.347453,15.0,13.0,13.333333333333334,0.6113033778705521,0.0,375,399.0,,24.0,KUPL- 02.09.21,,I,,2,46055B-207,Bunyu
2026-02-02,B-211,142.88709677419354,30.8095238095238,78.43785442837256,,2026-01-31 00:00:00,BB-10/W-20/W-30/X-10/Z-20,SA OF,300,106,106,31,63.68611111111112,19.033333333333335,163.0,45.0,162.8389266,45.381340200000004,163.0,45.0,72.39263803680981,14.1904761904762,0.0,0,0.0,501.0,501.0,KUPL-02.11.25,,I,,2,46055B-211,Bunyu
2026-02-02,B-212,224.60000000000002,2.225,99.0093499554764,,2026-01-25 00:00:00,X-80,SB OF,316,123,123,40,78.5,1.225,99.0,7.0,98.7711522,6.6737265,99.0,7.0,92.92929292929293,4.775,0.0,370,464.0,,94.0,PES-14.09.24,,I,,2,46055B-212,Bunyu
2026-02-02,B-213,376.7166666666667,58.1805555555556,84.55588491203233,,2026-02-01 00:00:00,T-60,99 Hz,76,76,76,30,0,0,419.0,64.0,419.11002420000005,64.0677744,419.0,64.0,84.7255369928401,5.8194444444444,0.0,0,284.0,,284.0,PES-16.11.25,,I,,2,46055B-213,Bunyu
2026-02-02,B-217,461.15000000000003,40.2833333333333,91.26459214283133,,2026-02-01 00:00:00,L-10,SB OF,310,90,90,29,340.73333333333335,27.266666666666666,459.0,48.0,459.15238320000003,48.0508308,459.0,48.0,89.54248366013073,7.716666666666697,0.0,441,441.0,,0.0,PES-26.07.24,,I,,2,46055B-217,Bunyu
2026-02-02,B-219,816.1833333333334,48.51112,94.05634518388433,,2026-01-30 00:00:00,O-95/P-45,SB OF,345,85,85,30,798.6666666666666,43.7,889.0,50.0,888.9403698,50.18642328,889.0,50.0,94.37570303712036,1.4888800000000018,0.0,288,407.0,,119.0,BOR-24.01.22,,I,,2,46055B-219,Bunyu
2026-02-02,B-221,33.255208333333336,0.0,100.0,,2026-01-13 00:00:00,S-40,Tutup,0,0,0,0,8.433333333333334,6.21875,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.0,KUPL-07.01.26,Program SBHP,I,,2,46055B-221,Bunyu
2026-02-02,B-222,697.0505952380953,0.045758928571428825,99.99343535047757,,2025-10-14 00:00:00,M-70,Tutup,0,0,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,,-0.045758928571428825,0.0,0,0.0,,0.0,PES-17.01.24,"Shut in, WC 100%",I,,2,46055B-222,Bunyu
2026-02-02,B-223,27.832323789495767,17.532030781475832,37.00838307977497,,2026-01-24 00:00:00,R-10,SB OF,270,70,70,32,58.606944444444444,27.481944444444444,28.0,18.0,28.4745664,17.796604,28.0,18.0,35.714285714285715,0.46796921852416773,0.0,298,646.0,,348.0,PES-27.01.25,,I,,2,46055B-223,Bunyu
2026-02-02,B-224,186.98620728649783,10.8157894736842,94.21572872639084,,2026-01-26 00:00:00,O-95,Tutup,0,0,0,0,170.67152777777775,4.127777777777777,0.0,0.0,0.01,0.0,0.0,0.0,,-10.8157894736842,0.0,0,0.0,,0.0,KUPL-09.02.24.,"Shut In, imbangi debit air MGS",I,,2,46055B-224,Bunyu
2026-02-02,B-225,810.8000000000001,21.7666666666667,97.31540864989312,T,2026-02-02 00:00:00,P-10,SB OF,335,114,114,28,751.9,33.8,793.0,27.0,838.2200484000001,29.3643966,838.0,29.0,96.53937947494033,7.233333333333299,2.0,432,541.0,,109.0,KUPL-04.06.24,,I,,2,46055B-225,Bunyu
2026-02-02,B-230,262.06451612903226,0.0,100.0,,2026-01-06 00:00:00,AA-30/W-40/X-80/Z-30/AA-10,Tutup,0,0,0,0,158.11787134846114,0.8060690532081375,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.0,KUPL-09.11.25,"Shut in, imbangi tekanan jaringan",I,,2,46055B-230,Bunyu
2026-02-02,B-232,458.0,22.46947704747,95.0940006446572,,2026-01-23 00:00:00,S-75,SB OF,314,50,50,30,314.72777777777776,17.138888888888893,458.0,24.5,461.8218738,25.627109760000003,458.0,24.5,94.65065502183407,2.0305229525299993,0.0,288,488.0,,200.0,KUPL-19.04.25,,I,,2,46055B-232,Bunyu
2026-02-02,B-233,21.352150537634408,6.00255118675013,71.88783782612302,,2026-01-03 00:00:00,R-10,Tutup,0,0,0,0,51.20277777777778,16.29722222222222,0.0,0.0,0.01,0.0,0.0,0.0,,-6.00255118675013,0.0,0,0.0,,0.0,KUPL-13.05.24,"Shut in, Imbangi tekanan jaringan",I,,2,46055B-233,Bunyu
2026-02-02,B-236,564.1790619035537,44.85346422586026,92.04978219600642,T,2026-02-02 00:00:00,K-85 ,SB 38,350,170,90,30,406.1333333333333,37.63333333333333,771.0,47.0,774.152274,49.919474220000005,774.0,50.0,93.54005167958657,5.146535774139743,3.0,578,578.0,,0.0,BOR-05.05.23,,I,,2,46055B-236,Bunyu
2026-02-02,B-237,263.5806451612903,47.6111111111111,81.9367954418744,,2026-01-31 00:00:00,R-10/W-40,SB OF,330,109,109,32,191.7,33.56666666666667,299.0,48.0,298.9829472,48.0508308,299.0,48.0,83.94648829431438,0.38888888888889994,0.0,500,500.0,,0.0,KUPL-22.07.25,,I,,2,46055B-237,Bunyu
2026-02-02,B-242,266.0967741935484,0.0,100.0,,2026-01-06 00:00:00,V-30,Tutup,0,0,0,0,55.25833333333333,0,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.0,PES-21.11.25,"Shut in, imbangi tekanan jaringan",I,,2,46055B-242,Bunyu
2026-02-02,B-243,2660.0666666666666,82.1166666666667,96.9129846369765,,2026-01-27 00:00:00,P-45,114 Hz,113,114,114,30,2542.7166666666667,86.58333333333333,2776.0,80.0,2776.2702240000003,80.08471800000001,2776.0,80.0,97.11815561959655,-2.1166666666667027,0.0,0,278.0,,278.0,BOR-10.06.24,,I,,2,46055B-243,Bunyu
2026-02-02,B-125,864.158386461289,22.383333333333333,97.40981124710336,,2026-01-30 00:00:00,J-71L,SA 33,200,234,65,31,942.4,32.86666666666667,934.0,19.0,933.6779361000001,18.620357700000003,934.0,19.0,97.96573875802997,-3.383333333333333,0.0,0,0.0,308.0,308.0,KUPL-30.03.25,,II,,2,46055B-125,Bunyu
2026-02-02,B-130,0.0,0.0,0.0,,2020-03-25 00:00:00,L-40,Tutup,0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.0,PES-01.01.20,Program WI,II,,2,46055B-130,Bunyu
2026-02-02,B-140,627.74704330322,14.340705009823385,97.71552806774488,,2026-01-28 00:00:00,J-20/J-71,Tutup,0,0,0,0,752.0579427083334,24.597428385416666,0.0,0.0,0.01,0.0,0.0,0.0,,-14.340705009823385,0.0,0,0.0,,0.0,PES - 19.01.24,"Shut In, imbangi debit air MGS",II,,2,46055B-140,Bunyu
2026-02-02,B-146,197.5,20.3416666666667,89.70042194092825,,2026-01-31 00:00:00,Y-20/Y-40U/Y-40L/X-30,SB OF,250,77,77,43,197.5,29.05,200.0,21.0,199.50383250000002,21.2804088,200.0,21.0,89.5,0.6583333333332995,0.0,469,767.0,,298.0,PES - 23.05.24,,II,,2,46055B-146,Bunyu
2026-02-02,B-160,2521.513888888889,70.025,97.22289850123107,,2026-02-01 00:00:00,N-80,96 Hz,97,92,92,43,2514.9333333333334,66.16666666666667,2250.0,69.0,2250.4032306,69.1613286,2250.0,69.0,96.93333333333334,-1.0250000000000057,0.0,0,168.0,,168.0,PES - 29.03.22,,II,,2,46055B-160,Bunyu
2026-02-02,B-164,0.4624999999999999,0.4624999999999999,0.0,,2025-11-04 00:00:00,L-30,Tutup,0,0,0,0,395.8520833333333,0,0.0,0.0,0.01,0.0,0.0,0.0,,-0.4624999999999999,0.0,0,0.0,,0.0,PES-22.06.25,"Shut in, WC 100%",II,,2,46055B-164,Bunyu
2026-02-02,B-196,269.89516129032256,100.7,62.68921624286611,T,2026-02-02 00:00:00,C-70,SB 28,340,150,56,43,241.66666666666666,106.33333333333333,282.0,120.0,292.605621,122.36235060000001,293.0,122.0,58.36177474402731,21.299999999999997,2.0,202,438.0,,236.0,PES -27.12.24,,II,,2,46055B-196,Bunyu
2026-02-02,B-210,0.0,0.0,0.0,,2026-01-25 00:00:00,AA-20U &  AA-20L,SA 43,792,980,99,41,0,0,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.0,0,0.0,1118.0,1118.0,KUPL-31.10.25,,II,,2,46055B-210,Bunyu
2026-02-02,B-214,20.513570316083303,22.0452730026443,-7.4667776645399115,T,2026-02-02 00:00:00,C-60,SB 33,247,85,56,44,127.25,124.2,21.0,19.0,18.620357700000003,15.960306600000001,19.0,16.0,15.789473684210526,-6.045273002644301,-3.0,174,362.0,,188.0,KUPL-19.05.23,,II,,2,46055B-214,Bunyu
2026-02-02,B-234,288.08870967741933,96.7982456140351,66.39984756000237,T,2026-02-02 00:00:00,R-50,SB 28,341,166,72,44,118.97222222222221,18.23888888888889,303.0,104.0,297.92572320000005,87.7816863,298.0,88.0,70.46979865771812,-8.798245614035096,-16.0,253,253.0,,0.0,KUPL-12.11.25,,II,,2,46055B-234,Bunyu
2026-02-02,B-239,80.1888440860215,4.877083333333333,93.91800269860293,T,2026-02-02 00:00:00,R-50/R-90,SB OF,270,63,63,41,47.93611111111111,6.326388888888889,24.0,8.0,21.2804088,10.6402044,21.0,11.0,47.61904761904761,6.122916666666667,3.0,381,724.0,,343.0,KUPL-02.02.25,,II,,2,46055B-239,Bunyu
2026-02-02,BN-014,0.0,0.0,0.0,,2018-04-05 00:00:00,S-75,Tutup,0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.0,PES - 17.03.18,Program WI,II,,2,46055BN-014,Bunyu Nibung
2026-02-02,BN-015,488.2972222222222,76.0645161290323,84.42249665421696,,2026-02-01 00:00:00,T-10/T-91,84 Hz,0,37,37,38,412.65,56.93333333333333,415.0,74.0,414.96797160000006,74.48143080000001,415.0,74.0,82.16867469879519,-2.064516129032299,0.0,0,165.0,,165.0,PES-26.04.25,,II,,2,46055BN-015,Bunyu Nibung
2026-02-02,BN-58,384.7741935483871,49.66559048295628,87.09227611526119,T,2026-02-02 00:00:00,N-35,SB OF,329,94,94,45,346.51666666666665,39.93333333333333,378.0,48.0,356.4468474,47.8809198,356.0,48.0,86.51685393258427,-1.6655904829562829,0.0,408,509.0,,101.0,BOR-26.11.23,,III,,2,46055BN-58,Bunyu Nibung
2026-02-02,B-096,950.5163297111067,41.421052631578945,95.64225765125275,,2026-01-31 00:00:00,F-55U/F-55L/G-20,SB OF,340,82,82,34,,,943.0,44.0,925.56638496,39.895102800000004,943.0,44.0,95.3340402969247,2.578947368421055,0.0,315,315.0,,0.0,KUPL-09.01.26,,III,,2,46055B-096,Bunyu
2026-02-02,B-126,124.66666666666674,0.0,100.0,,2026-01-06 00:00:00, C-70L/E-83,Tutup,0,0,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.0,KUPL-14.12.25,"Shut in, imbangi tekanan jaringan",III,,2,46055B-126,Bunyu
2026-02-02,B-132,252.41541776028353,25.733333333333334,89.80516580101616,,2026-02-01 00:00:00,L-10,SB OF,282,52,52,38,262.34375,31.710416666666667,282.0,25.0,281.92539312,25.266898440000002,282.0,25.0,91.13475177304964,-0.7333333333333343,0.0,190,190.0,,0.0,PES - 02.08.23,,III,,2,46055B-132,Bunyu
2026-02-02,B-136,2458.0,38.1377885848331,98.4484219452875,T,2026-02-02 00:00:00,P-45,49 Hz,0,66,66,34,2458,43,2358.25,40.75,2446.8996384,39.895102800000004,2447.0,40.0,98.36534532080098,1.8622114151668967,-0.75,0,81.0,,81.0,PES - 09.07.21,,III,,2,46055B-136,Bunyu
2026-02-02,B-138,582.8000000000001,0.0,100.0,T,2026-02-02 00:00:00,C-60,SA 18,356,350,55,36,0,0,670.0,0.0,1242.333501192,0.0,1242.0,0.0,100.0,0.0,0.0,0,0.0,334.0,334.0,PES-01.10.25,,III,,2,46055B-138,Bunyu
2026-02-02,B-141,0.0,0.0,0.0,,2023-06-10 00:00:00,S-75U,Tutup,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.0,KUPL-25.06.22,Program WI,III,,2,46055B-141,Bunyu
2026-02-02,B-144,721.0,18.0,97.50346740638003,,2026-01-28 00:00:00,K-86/M-70,Tutup,0,0,0,0,710.1,15.030555555555555,0.0,0.0,0.01,0.0,0.0,0.0,,-18.0,0.0,0,0.0,,0.0,PES-22-02-24,"Shut In, imbangi debit air MGS",III,,2,46055B-144,Bunyu
2026-02-02,B-147,957.2541741442185,17.727484267164463,98.14809015766238,,2026-02-01 00:00:00,S-40L,55 Hz,74,85,85,36,852.3,18.233333333333334,790.0,16.0,789.92303544,15.958041120000003,790.0,16.0,97.9746835443038,-1.7274842671644635,0.0,0,84.0,,84.0,PES-18.12.23,,III,,2,46055B-147,Bunyu
2026-02-02,B-149,815.1966666666666,12.021554746278547,98.52531846144139,,2026-01-16 00:00:00,N-25,Tutup,0,0,0,0,1330.9333333333334,27.6,0.0,0.0,0.01,0.0,0.0,0.0,,-12.021554746278547,0.0,0,0.0,,0.0,PES-15.06.25,"Shut In, imbangi debit air MGS",III,,2,46055B-149,Bunyu
2026-02-02,B-151,1160.1901646734673,162.555555555556,85.98888695101921,,2026-01-30 00:00:00,N-80,SB OF,350,110,110,36,,,1253.0,231.0,1252.7062279200002,231.39159624,1253.0,231.0,81.56424581005587,68.444444444444,0.0,487,487.0,,0.0,KUPL--10.01.26,,III,,2,46055B-151,Bunyu
2026-02-02,B-153,965.2134,0.0,100.0,,2025-12-12 00:00:00,Q-20,Tutup,0,0,0,0,906.925,24.49722222222222,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.0,PES-01.09.23,"Shut in, imbangi debit air di MGS",III,,2,46055B-153,Bunyu
2026-02-02,B-159,20.591901385156227,17.13012743469092,16.811337067497536,,2026-01-26 00:00:00,F-55,SB OF,300,73,73,39,26.066666666666666,25.466666666666665,19.0,19.0,18.617714640000003,14.096269656,19.0,19.0,0.0,1.8698725653090804,0.0,404,404.0,,0.0,KUPL-27.09.25,,III,,2,46055B-159,Bunyu
2026-02-02,B-175,156.03333333333333,0.0,100.0,T,2026-02-02 00:00:00,N-20,SA 23,334,298,53,38,0,0,160.0,0.0,280.329589008,0.0,280.0,0.0,100.0,0.0,0.0,0,0.0,260.0,260.0,KUPL-20.11.25,,III,,2,46055B-175,Bunyu
2026-02-02,B-180,6.19360632183907,0.0,100.0,,2026-01-07 00:00:00,BB-10,Tutup,0,0,0,0,84.28715277777776,0,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.0,PES -12.12.25,Shut Off,III,,2,46055B-180,Bunyu
2026-02-02,B-198,380.7166666666667,72.95,80.83876898831153,,2026-01-30 00:00:00,F-81 ,SB OF,225,69,69,35,372.26666666666665,68.06666666666666,359.0,74.0,359.05592520000005,74.47085856000001,359.0,74.0,79.38718662952647,1.0499999999999972,0.0,254,254.0,,0.0,PES - 05.10.20,,III,,2,46055B-198,Bunyu
2026-02-02,B-206,362.4666666666667,24.8333333333333,93.14879529152107,,2026-01-31 00:00:00,T-91,55 Hz,55,54,54,32,261.6666666666667,24.4,473.0,27.0,473.4218865600001,26.5967352,473.0,27.0,94.29175475687104,2.1666666666667,0.0,0,80.0,,80.0,PES-30.09.23,,III,,2,46055B-206,Bunyu
2026-02-02,B-216,595.2641832096225,31.0706195500394,94.78036468068534,,2026-02-01 00:00:00,H-71/M-70,SB 43,355,85,53,36,502.65,27.716666666666665,505.0,27.0,505.33796880000006,26.5967352,505.0,27.0,94.65346534653465,-4.0706195500394,0.0,277,277.0,,0.0,KUPL-28.06.23,,III,,2,46055B-216,Bunyu
2026-02-02,B-220,438.125,8.2705098656196,98.11229446719096,,2026-01-31 00:00:00,Q-20,120 Hz,0,101,101,36,401.6666666666667,26.1,418.0,0.0,417.5687426400001,0.0,418.0,0.0,100.0,-8.2705098656196,0.0,0,81.0,,81.0,PES-17.01.26,,III,,2,46055B-220,Bunyu
2026-02-02,B-227,43.28375992919834,11.719444444444443,72.92415339237029,,2026-01-27 00:00:00,MFS_CC,SB OF,286,60,60,40,35.79548611111112,9.199652777777777,19.0,13.0,18.617714640000003,13.2983676,19.0,13.0,31.57894736842105,1.2805555555555568,0.0,333,333.0,,0.0,PES-15.06.25,,III,,2,46055B-227,Bunyu
2026-02-02,B-229,472.73331537057265,14.982248939779781,96.83071862027847,,2026-01-29 00:00:00,L-30U/L-30L/L-70,Tutup,0,0,0,0,461.3666666666667,18.8,0.0,0.0,0.01,0.0,0.0,0.0,,-14.982248939779781,0.0,0,0.0,,0.0,PES-20.04.23,"Shut in, imbangi debit air MGS",III,,2,46055B-229,Bunyu
2026-02-02,B-231,392.526913905924,21.8346597625528,94.43741078916543,,2026-02-01 00:00:00,U-10/U-20,SB OF,300,57,57,34,344.6402777777777,14.343055555555557,306.0,21.0,305.8624548,21.27738816,306.0,21.0,93.13725490196079,-0.8346597625527998,0.0,306,306.0,,0.0,BOR-17.12.22,,III,,2,46055B-231,Bunyu
2026-02-02,B-238,1105.7965277777776,14.60864317643788,98.67890314271509,T,2026-02-02 00:00:00,N-20,70 Hz,0,134,134,35,538.3166666666667,10.041666666666666,3665.0,0.0,2800.63621656,0.0,2951.0,0.0,100.0,-14.60864317643788,0.0,0,164.5,,164.5,PES-28.01.26,Pkl 08.30 Downfreq from 76 Hz to 70 Hz,III,,2,46055B-238,Bunyu
2026-02-03,B-169,465.7096774193549,32.7493055555556,92.96787094117737,,2026-02-02 00:00:00,M-32,SB OF,314,75,75,32,463.3333333333333,30.8,448.0,39.0,428.0,35.0,448.0,39.0,91.29464285714286,6.250694444444399,0.0,543,543.0,,0.0,PES-04.12.24,,IV,,2,46056B-169,Bunyu
2026-02-03,B-173,118.4609375,34.0631350961237,71.24525956404514,T,2026-02-03 00:00:00,X-10/X-90/Z-10/Z-20/Z-30/Z-30L/Z-40,58 Hz,0,235,235,31,94.76875,33.55138888888889,106.0,43.0,95.0,40.0,95.0,40.0,57.89473684210527,5.936864903876298,-3.0,0,54.0,,54.0,PES - 28.05.23,,IV,,2,46056B-173,Bunyu
2026-02-03,B-194,941.2729166666667,34.4677419354839,96.33817766078465,T,2026-02-03 00:00:00,O-40,SB OF,340,110,110,32,140.1597222222222,0,778.0,45.0,840.0,48.0,840.0,48.0,94.28571428571428,13.5322580645161,3.0,474,655.0,,181.0,KUPL-04.07.25,,IV,,2,46056B-194,Bunyu
2026-02-03,B-199,1325.1935483870968,121.2,90.85416615953848,,2026-02-01 00:00:00,N-25,SB OF,340,100,100,33,1298.5833333333333,126.13333333333334,1292.0,163.0,1292.0,163.0,1292.0,163.0,87.38390092879257,41.8,0.0,675,695.0,,20.0,PES-31.12.24,,IV,,2,46056B-199,Bunyu
